20	63400208	3
20	63400233	4
20	63400258	5
20	63400283	4
20	63400308	4
20	63400333	7
20	63400358	4
20	63400383	0
20	63400408	0
20	63400433	4
20	63400458	5
20	63400483	5
20	63400508	5
20	63400533	2
20	63400558	1
20	63400583	1
20	63400608	1
20	63400633	2
20	63400658	3
20	63400683	4
20	63400708	7
20	63400733	10
20	63400758	8
20	63400783	5
20	63400808	4
20	63400833	3
20	63400858	2
20	63400883	1
20	63400908	0
20	63400933	0
20	63400958	0
20	63400983	8
20	63401008	10
20	63401033	6
20	63401058	4
20	63401083	7
20	63401108	8
20	63401133	4
20	63401158	6
20	63401183	6
20	63401208	1
20	63401233	2
20	63401258	7
20	63401283	7
20	63401308	3
20	63401333	1
20	63401358	2
20	63401383	6
20	63401408	9
20	63401433	6
20	63401458	6
20	63401483	2
20	63401508	1
20	63401533	2
20	63401558	1
20	63401583	5
20	63401608	6
20	63401633	1
20	63401658	2
20	63401683	5
20	63401708	8
20	63401733	4
20	63401758	3
20	63401783	3
20	63401808	3
20	63401833	3
20	63401858	5
20	63401883	7
20	63401908	7
20	63401933	5
20	63401958	10
20	63401983	9
20	63402008	7
20	63402033	7
20	63402058	7
20	63402083	5
20	63402108	4
20	63402133	6
20	63402158	8
20	63402183	6
20	63402208	7
20	63402233	11
20	63402258	10
20	63402283	6
20	63402308	4
20	63402333	3
20	63402358	3
20	63402383	3
20	63402408	4
20	63402433	3
20	63402458	2
20	63402483	2
20	63402508	4
20	63402533	2
20	63402558	1
20	63402583	2
20	63402608	1
20	63402633	0
20	63402658	1
20	63402683	1
20	63402708	3
20	63402733	3
20	63402758	3
20	63402783	3
20	63402808	1
20	63402833	1
20	63402858	1
20	63402883	4
20	63402908	6
20	63402933	5
20	63402958	1
20	63402983	0
20	63403008	0
20	63403033	2
20	63403058	3
20	63403083	3
20	63403108	3
20	63403133	5
20	63403158	6
20	63403183	4
20	63403208	0
20	63403233	4
20	63403258	6
20	63403283	4
20	63403308	6
20	63403333	6
20	63403358	7
20	63403383	10
20	63403408	9
20	63403433	3
20	63403458	4
20	63403483	7
20	63403508	9
20	63403533	6
20	63403558	8
20	63403583	6
20	63403608	2
20	63403633	4
20	63403658	4
20	63403683	3
20	63403708	5
20	63403733	11
20	63403758	9
20	63403783	2
20	63403808	1
20	63403833	3
20	63403858	4
20	63403883	5
20	63403908	3
20	63403933	3
20	63403958	8
20	63403983	7
20	63404008	0
20	63404033	0
20	63404058	2
20	63404083	4
20	63404108	5
20	63404133	5
20	63404158	2
20	63404183	5
20	63404208	13
20	63404233	14
20	63404258	9
20	63404283	7
20	63404308	11
20	63404333	22
20	63404358	21
20	63404383	14
20	63404408	17
20	63404433	18
20	63404458	10
20	63404483	2
20	63404508	1
20	63404533	5
20	63404558	10
20	63404583	8
20	63404608	2
20	63404633	7
20	63404658	9
20	63404683	2
20	63404708	0
20	63404733	0
20	63404758	1
20	63404783	1
20	63404808	0
20	63404833	5
20	63404858	6
20	63404883	6
20	63404908	13
20	63404933	12
20	63404958	5
20	63404983	1
20	63405008	3
20	63405033	3
20	63405058	1
20	63405083	2
20	63405108	7
20	63405133	7
20	63405158	11
20	63405183	13
20	63405208	9
20	63405233	6
20	63405258	7
20	63405283	7
20	63405308	3
20	63405333	4
20	63405358	6
20	63405383	8
20	63405408	6
